symbol,name,current_price,change_percent,volume,amount,ma5,ma20,volume_ratio,rsi,is_starting,is_rising,has_increasing_volume,is_multi_ma,score
300003,乐普医疗,15.75,-0.88%,9281535,147144912.24,12.930538579990081,13.320628788620786,1.250886178621694,53.470791985078115,False,False,True,False,1
300033,同花顺,324.87,-1.58%,6131252,1998669861.05,280.9707613883872,287.46209723917536,1.5401093322866215,41.38904115862582,False,False,True,False,1
300059,东方财富,23.26,-1.61%,253795291,5923052629.71,23.7620803641207,25.56214780928374,1.2087326656056252,23.20984263060045,False,False,True,False,1
300124,汇川技术,72.50,-2.08%,25051053,1828919564.06,88.49170149121274,90.22417202507248,1.462153959904934,45.66097363269246,False,False,True,False,1
300347,泰格医药,49.48,0.34%,10568090,528110033.57,47.993709044341365,47.205312774885,1.4478107469976775,54.13093793939856,False,False,True,False,1
300413,芒果超媒,24.20,0.88%,22322423,542333406.0,34.9955393773166,33.81674609960827,2.1457298208043323,58.26008748801306,False,False,True,False,1
300433,蓝思科技,29.30,-0.27%,48744413,1427249726.58,25.94733239331807,27.012538633285395,2.0405497516735203,26.22862661834077,False,False,True,False,1
300558,贝达药业,48.23,-0.06%,5602828,272566838.96,35.984090542790945,36.893383283912435,1.3744303639892954,32.605014543149025,False,False,True,False,1
300595,欧普康视,15.39,-1.16%,6389986,99316810.85,21.99164927371437,23.125098797700378,1.4497178442246867,30.034132777648296,False,False,True,False,1
300601,康泰生物,15.39,-1.22%,6688520,103546601.41,13.04177527772778,13.038380418852054,1.3005424394789855,50.27444579456562,False,False,True,False,1
300751,迈为股份,149.89,2.06%,14926769,2171517774.21,140.52071851411685,134.48874750697016,1.3458194383914566,87.68191023171788,False,False,True,False,1
300759,康龙化成,29.13,0.00%,18166525,534792249.75,40.35775704426602,37.938050138389045,1.3801332247485085,72.96936638319434,False,True,True,True,3
300763,锦浪科技,72.00,-0.68%,5956388,429781432.66,82.97237635220274,77.42025696184592,1.3001069860568453,72.87973067701363,False,False,True,False,1
600028,中国石化,5.94,-0.34%,102849562,610566733.0,5.537351919340904,5.676350269659561,2.007346319078685,34.66225257373995,False,False,True,False,1
600029,南方航空,6.92,-2.54%,23186701,161300827.0,7.815895081360719,7.633658641739407,1.2366018514042587,54.81445513096409,False,True,True,True,3
600031,三一重工,21.19,-0.19%,39181761,832076617.0,15.258745614189897,15.79197648723655,1.438066350809653,26.821724927687498,False,False,True,False,1
600036,招商银行,43.00,-0.42%,43511654,1874633847.0,39.07155695377562,41.18999955239805,1.8070142888035803,32.60384955609618,False,False,True,False,1
600038,中直股份,34.88,-1.27%,6792600,237845968.0,55.76905916316889,53.8693471195294,1.3893668400072974,53.897050239039885,False,True,True,True,3
600050,中国联通,5.28,-0.94%,139916269,741479487.0,4.856231399674411,4.927691637057393,1.448296212615448,34.966478791021814,False,False,True,False,1
600066,宇通客车,32.28,0.03%,7698722,248362526.0,40.35813216604684,38.62709083249857,1.5519242805810838,68.08576866712173,False,False,True,False,1
600115,中国东航,5.05,-3.26%,58590501,297638092.0,5.410155778399243,5.2727356437664215,1.7839202213603758,58.3224895461094,False,False,True,False,1
600176,中国巨石,15.66,-0.57%,26877541,420029900.0,18.86103689354672,20.373998023972142,1.2373352783365903,18.420095850246724,False,False,True,False,1
600196,复星医药,27.42,0.33%,14481692,398680180.0,24.860289695143216,24.40438064721305,1.1892614219042736,56.68143118429353,False,False,True,False,1
600219,南山铝业,4.97,-4.79%,300160249,1503964754.0,6.653307455212994,6.457476936224998,1.6135545082684364,53.126006439990476,False,False,True,False,1
600276,恒瑞医药,63.13,1.07%,46866579,2974069527.0,66.96780748916638,65.178589838262,1.5480395116645136,60.187248158198365,True,True,True,False,3
600372,中航机载,12.43,-1.58%,44185685,552346121.0,10.41421420434859,10.473606094762882,1.2408505562557914,45.01431058134168,False,False,True,False,1
600383,金地集团,3.15,-2.78%,103068688,326974438.0,4.469319032660889,4.3292370288103585,1.1811288505550805,61.97116265630031,False,False,True,False,1
600406,国电南瑞,22.48,-1.10%,25340211,572010860.0,31.34702429047376,29.006145500302626,1.8475725150919662,89.8968863419701,True,True,True,True,4
600487,亨通光电,20.42,0.20%,41885317,856744768.0,23.01725923193498,21.559537381942853,1.2206166065579869,71.51381529355154,False,False,True,False,1
600489,中金黄金,21.34,-4.52%,79273600,1709428051.0,16.174347584801772,16.121386591482825,1.234336096165291,59.485124065857846,False,False,True,False,1
600536,中国软件,44.87,-0.86%,6694230,301962596.0,24.38960930874935,25.884604030619567,1.6871724574492324,29.027956447688922,False,False,True,False,1
600584,长电科技,36.89,-1.05%,28184175,1045726808.0,25.900476420420453,27.050259338300872,1.6543698372011788,28.707067332625158,False,False,True,False,1
600588,用友网络,13.38,-0.89%,32642699,435268898.0,14.41994824314583,14.698092591386565,1.5907598917953432,46.189161229831114,False,False,True,False,1
600600,青岛啤酒,61.55,-1.65%,6372163,395028357.0,46.72335827919517,47.781857809522805,1.4997694784825932,29.63749269840727,False,False,True,False,1
600606,绿地控股,1.66,-2.35%,68926761,115208984.0,1.8166158597279902,1.7509733399915057,1.1430199369298806,64.73895793434806,False,True,True,False,2
600660,福耀玻璃,62.20,-1.97%,14076028,880053250.0,73.99410279449386,68.23206654956404,1.5620484820716252,81.87617341304072,False,False,True,False,1
600674,川投能源,14.52,0.41%,13242933,192614239.0,12.94555064367115,12.642488628357611,1.3045916385204859,58.16742359820182,False,False,True,False,1
600690,海尔智家,26.77,-1.47%,29029229,778005252.0,47.45090280713602,46.95505063944049,1.3810518236180587,62.215755615179454,True,True,True,False,3
600705,中航产融,3.47,0.00%,0,0.0,3.419724437233353,3.395173574513277,1.7749690721069509,56.24709916346556,True,True,True,False,3
600745,闻泰科技,39.49,0.87%,50757226,2007564275.0,52.53417667858379,51.4944320335632,2.2711851213794603,52.266028283665285,False,False,True,False,1
600763,通策医疗,41.53,-0.50%,2700761,112819474.0,47.85892763759694,44.656434328131404,1.3001069860568453,72.87973067701364,False,False,True,False,1
600795,国电电力,5.75,0.52%,99687472,574340193.0,5.751387962128371,5.788512605233208,2.0991480261802407,46.951681999543894,False,False,True,False,1
600809,山西汾酒,179.21,-0.52%,4341370,775784537.0,161.89754396846618,158.46224130045184,1.3684408730882436,62.950227045299215,False,False,True,False,1
600837,海通证券,10.41,0.00%,0,0.0,9.560017180235374,10.204912078792649,1.3799567493309073,28.560145125614298,False,False,True,False,1
600848,上海临港,11.44,-1.63%,8625820,99099097.0,10.489277839666666,11.331539588812978,1.604432049273475,25.211762310309993,False,False,True,False,1
600859,王府井,14.56,-0.95%,27198796,396579984.0,10.97950436462501,11.765115984549587,1.7257488441985944,20.37642280964404,False,False,True,False,1
600872,中炬高新,17.42,-0.40%,6222968,108894098.0,26.496674803895065,24.655075987236263,1.58342402141555,78.479493082176,False,False,True,False,1
600893,航发动力,36.51,-1.30%,14953783,549113781.0,35.06645851281131,35.72188832716385,1.092108989653104,33.18028654252467,False,False,True,False,1
600900,长江电力,27.95,0.29%,47203007,1319670381.0,24.99885848784235,26.38825429834923,1.2792743707977932,24.17691869946161,False,False,True,False,1
600926,杭州银行,15.66,-0.06%,43684794,687847406.0,12.609260415915795,12.588996795012307,1.9962093363940787,56.49616095406406,False,False,True,False,1
600939,重庆建工,3.83,-1.54%,25185700,96398295.0,3.9869970205658753,3.819829488637783,1.4990783471727243,72.06232547764988,True,True,True,True,4
601008,连云港,5.22,-0.38%,8584056,44971032.0,6.0170225412936755,5.862050386514168,1.7641635205654431,55.9582947900083,False,False,True,False,1
601066,中信建投,26.03,0.70%,23304203,608412868.0,32.544057629560086,31.148177644669694,1.5519242805810838,68.08576866712176,False,False,True,False,1
601099,太平洋,4.11,-1.67%,117325097,485044454.0,5.281690342981937,5.148148872129843,1.7180448063850149,68.44280281322925,False,True,True,False,2
601100,恒立液压,109.93,-1.58%,10055793,1109216492.0,72.7302528118359,71.25752328099186,1.3334299892923842,52.57550809036826,False,False,True,False,1
601155,新城控股,13.87,-3.48%,28244115,394125019.0,10.705725292926767,10.858698116219399,2.0511745878905256,50.973879745701105,False,False,True,False,1
601186,中国铁建,7.69,-0.90%,30964894,238320948.0,7.758519968160546,7.451035201302048,1.2633723180988565,80.97316446349242,True,True,True,True,4
601198,东兴证券,13.13,0.00%,0,0.0,9.266855284096062,9.991987632927657,1.814231742094068,24.145399003556165,False,False,True,False,1
601229,上海银行,9.61,-0.52%,32249942,310271178.0,13.91527680168457,13.21141164383783,2.070846194970172,71.4326018488101,False,False,True,False,1
601288,农业银行,8.03,2.42%,306533191,2445647865.0,8.790489293061194,8.455451988205246,1.5563013472783327,66.58660975821287,True,True,True,True,4
601318,中国平安,62.53,-1.37%,45293740,2851707018.0,51.334702145057086,55.75754990592269,1.4765504983081885,27.497578968803865,False,False,True,False,1
601328,交通银行,7.46,0.00%,89261263,664804757.0,9.022177056472767,9.060364836505308,1.2956159174726734,47.780321439749756,False,False,True,False,1
601360,三六零,12.07,-2.50%,137666652,1673676553.0,9.220337814103354,9.735811623534804,1.5749937412759254,28.682344452155576,False,False,True,False,1
601377,兴业证券,7.27,-5.58%,566217661,4153351741.0,8.937973014740503,9.222505246795826,1.021378130740395,24.16649554620372,False,False,True,False,1
601577,长沙银行,9.44,-1.05%,11525201,109629231.0,9.007877291622183,8.963387563302682,1.5129133714085743,53.21282490742754,True,False,True,False,2
601600,中国铝业,10.63,-5.68%,390131261,4188752243.0,8.069363095172132,8.252171381238465,1.4997694784825932,29.6374926984072,False,False,True,False,1
601601,中国太保,37.64,-1.57%,32255317,1219499024.0,31.896843499264044,31.888540543573185,1.3005424394789855,50.274445794565594,False,False,True,False,1
601633,长城汽车,21.66,-0.51%,10902641,236324314.0,22.9781338405843,23.30810599130302,2.0180447223481552,39.916771303336255,False,False,True,False,1
601668,中国建筑,5.16,-2.27%,239046693,1242856272.0,5.324154894114944,5.296522454932935,2.065796758142391,57.066189031588536,False,False,True,False,1
601688,华泰证券,22.40,-1.15%,71729724,1614460620.0,24.69453311823999,24.75629376603303,1.4357236968499636,51.859875387380846,False,False,True,False,1
601800,中国交建,8.46,-0.70%,22504668,190372681.0,5.877815890353627,6.297910086440419,1.2459801858881079,17.71133772343775,False,False,True,False,1
601808,中海油服,13.93,-1.62%,8280777,116025217.0,13.665296455512992,13.544435035886849,1.3578113645657663,55.27898250897052,False,False,True,False,1
601828,美凯龙,2.79,9.84%,61973981,164342581.0,2.276667915309395,2.3146089386099753,1.7658523707889513,40.88146760265848,False,False,True,False,1
601858,中国科传,18.60,1.09%,5026804,93266368.0,30.506069851708332,30.692478479525896,1.555055565635067,37.221338520353264,False,False,True,False,1
601872,招商轮船,8.26,-0.96%,56929949,474094468.0,12.563865320331411,11.690638786140727,1.58342402141555,78.47949308217599,False,False,True,False,1
601878,浙商证券,11.00,-0.90%,26087176,287338962.0,12.302893415668231,12.832553203462552,2.4115946093442076,34.74386558357209,False,False,True,False,1
601916,浙商银行,3.07,-0.32%,130266114,400468516.0,2.455585157379963,2.391909373214447,1.2901640789094422,68.30063743727298,True,True,True,True,4
601939,建设银行,9.32,0.11%,81702485,761027915.0,9.702039747173357,9.295250870523276,1.4990783471727243,72.06232547764989,True,True,True,True,4
601969,海南矿业,11.03,-4.17%,27185591,301106208.0,14.474751333525594,14.470113900134464,1.205534845726699,43.542052375593116,False,False,True,False,1
601985,中国核电,8.66,-0.92%,65987147,574348890.0,7.804238008925911,7.551827400668509,1.227774652403179,56.94419571102261,False,False,True,False,1
601995,中金公司,34.89,0.00%,0,0.0,36.94025444982141,39.66166941476934,1.8086646212312614,19.41706124998977,False,False,True,False,1
603288,海天味业,36.41,-0.27%,6170799,225160156.0,39.85824597264733,38.339104220492274,1.5563013472783327,66.5866097582129,True,True,True,True,4
603290,斯达半导,98.01,-1.11%,2226400,218947943.0,84.81583078503992,83.8098194002703,1.5758952575545757,47.36877255658413,False,False,True,False,1
603882,金域医学,28.35,-0.67%,2319417,66145930.0,25.22558568535902,25.880821595513474,0.831234603158157,40.64269839603822,False,False,True,False,1
688008,澜起科技,122.97,-0.11%,21492482,2647924981.0,141.74583561357917,138.09508353058376,1.7641635205654431,55.95829479000828,False,False,True,False,1
688036,传音控股,66.88,-2.17%,12822853,861287631.0,60.76990067601194,64.06481790847398,1.8070142888035803,32.60384955609619,False,False,True,False,1
688180,君实生物,36.17,-0.52%,4945158,179751755.0,34.64508171238786,33.97747847748836,1.6183760798436244,56.97786869465545,False,False,True,False,1
688200,华峰测控,177.46,-0.85%,1456309,259559798.0,257.0359310363308,245.27567513075218,1.8355841716570864,71.88430096962928,False,True,True,True,3
688256,寒武纪,1441.50,1.67%,8620800,12261817221.0,1577.7510060568088,1551.7040954765184,1.849693668753695,70.9086716594898,False,False,True,False,1
688298,东方生物,24.52,-1.53%,1680289,41437209.0,24.404883095522365,24.23864538155586,1.646922206599,53.903361980750844,False,True,True,True,3
688303,大全能源,28.68,4.25%,20201162,572247429.0,29.521323686448557,29.74799152717473,1.5042150010223019,44.82781307558648,False,False,True,False,1
688396,华润微,52.65,-1.11%,9928973,522441155.0,81.5729280459647,81.65522917998307,1.2750150502393502,41.68246627545067,False,False,True,False,1
688599,天合光能,16.83,-0.41%,34920010,586771357.0,12.753406904893305,12.880931914563439,1.372986393237423,49.52204465264651,False,False,True,False,1
